#Note: Ir93a has been added manually (via blat) to this annotation (haven't actually checked for frameshifts or ptcs there, just assumed zero)
#gene	isoform	chr	start	end	strand	numCodons	numFrameshifts	numPremStop
FBgn0053493	FBtr0089606	3L	10432642	10432963	-	102	0	0
FBgn0047038	FBtr0076276	3L	10433004	10434039	-	124	0	0
FBgn0036101	FBtr0089570	3L	10434275	10436677	-	245	0	0
FBgn0036102	FBtr0076266	3L	10540526	10541547	+	250	1	2
FBgn0262020	FBtr0303850	3L	10555038	10556284	+	124	0	0
FBgn0026160	FBtr0112923	3L	10575442	10613855	+	1186	0	0
FBgn0036104	FBtr0076274	3L	10615495	10618197	-	791	0	0
FBgn0036105	FBtr0076269	3L	10618255	10619339	+	169	0	0
FBgn0036106	FBtr0076273	3L	10619778	10621055	-	360	0	0
FBgn0036107	FBtr0076270	3L	10621968	10622492	+	156	0	0
FBgn0027615	FBtr0076272	3L	10623322	10625456	-	441	0	0
FBgn0036108	FBtr0076191	3L	10628786	10631109	+	134	0	0
FBgn0036109	FBtr0076192	3L	10628838	10632850	+	134	0	0
FBgn0036110	FBtr0076193	3L	10634324	10634841	+	122	0	0
FBgn0036111	FBtr0076252	3L	10634933	10639289	-	177	0	0
FBgn0054050	FBtr0100105	3L	10684165	10684803	+	195	0	0
FBgn0036112	FBtr0076194	3L	10712074	10712899	+	153	0	0
FBgn0029172	FBtr0076196	3L	10762935	10764200	+	355	0	0
FBgn0052079	FBtr0300188	3L	10764934	10766700	+	457	0	0
FBgn0052081	FBtr0076198	3L	10766939	10768791	+	471	0	0
FBgn0036115	FBtr0076243	3L	10775578	10790444	-	502	0	0
FBgn0085268	FBtr0112433	3L	10779467	10780135	-	133	0	0
FBgn0036116	FBtr0076201	3L	10793358	10798939	+	465	0	0
FBgn0036117	FBtr0076242	3L	10798716	10800498	-	418	0	0
FBgn0036118	FBtr0076202	3L	10800868	10801513	+	159	0	0
FBgn0052069	FBtr0076241	3L	10801428	10801912	-	80	0	0
FBgn0052075	FBtr0076240	3L	10802025	10804208	-	541	0	0
FBgn0025355	FBtr0076203	3L	10804267	10808384	+	962	0	0
FBgn0036122	FBtr0076205	3L	10809995	10812756	+	565	0	0
FBgn0010741	FBtr0076238	3L	10812863	10813787	-	143	0	0
FBgn0036124	FBtr0076207	3L	10813928	10817863	+	1174	0	0
FBgn0020412	FBtr0076236	3L	10817874	10830329	-	1207	0	0
FBgn0036125	FBtr0076235	3L	10830653	10833443	-	757	0	0
FBgn0036126	FBtr0076234	3L	10834786	10835437	-	113	0	0
FBgn0261112	FBtr0076208	3L	10835658	10837827	+	524	0	0
FBgn0036128	FBtr0113161	3L	10837921	10839153	-	269	0	0
FBgn0052072	FBtr0076232	3L	10839011	10840269	-	262	0	0
FBgn0054012	FBtr0100067	3L	10844346	10845033	-	158	0	0
FBgn0036133	FBtr0076210	3L	10845199	10847590	+	496	0	0
FBgn0003462	FBtr0076229	3L	10847698	10849511	-	153	0	0
FBgn0036134	FBtr0300784	3L	10849946	10856616	-	746	0	0
FBgn0036135	FBtr0076211	3L	10856699	10857881	+	294	1	0
FBgn0036136	FBtr0076223	3L	10857805	10859046	-	316	0	0
FBgn0260795	FBtr0301438	3L	10859203	10870350	+	667	0	0
FBgn0052082	FBtr0113423	3L	10871717	10898885	+	1104	0	0
FBgn0036139	FBtr0076221	3L	10885048	10886275	-	235	0	0
FBgn0052076	FBtr0076217	3L	10899867	10901514	+	449	0	0
FBgn0036141	FBtr0076218	3L	10901513	10904563	-	594	0	0
FBgn0036142	FBtr0076161	3L	10904732	10907337	+	557	0	0
FBgn0036143	FBtr0300347	3L	10908397	10911553	+	447	0	0
FBgn0036144	FBtr0076189	3L	10911607	10931429	-	479	0	0
FBgn0036147	FBtr0076187	3L	10932062	10939882	-	721	0	0
FBgn0036145	FBtr0076163	3L	10933502	10934408	+	167	0	0
FBgn0036146	FBtr0076164	3L	10935146	10935913	+	162	0	0
FBgn0061469	FBtr0076186	3L	10940264	10944340	-	973	0	0
FBgn0064766	FBtr0076165	3L	10944518	10948310	+	928	0	0
FBgn0261553	FBtr0302698	3L	10948219	10962963	+	1301	0	0
FBgn0036150	FBtr0076185	3L	10966253	10969152	-	704	0	0
FBgn0041094	FBtr0076168	3L	10985828	10988737	+	280	0	0
FBgn0036152	FBtr0076183	3L	11013782	11020595	-	558	0	0
FBgn0036153	FBtr0076171	3L	11037549	11039196	+	477	0	0
FBgn0036154	FBtr0076182	3L	11046459	11047517	-	342	0	0
FBgn0036155	FBtr0076181	3L	11084625	11087471	-	428	0	0
FBgn0261813	FBtr0303299	3L	11105889	11106712	-	78	0	0
FBgn0036156	FBtr0076172	3L	11117261	11118264	+	291	0	0
FBgn0036157	FBtr0076173	3L	11148585	11149821	+	349	0	0
FBgn0036158	FBtr0300274	3L	11158488	11159199	-	234	0	0
FBgn0036159	FBtr0076174	3L	11168553	11169948	+	355	0	0
FBgn0036160	FBtr0076178	3L	11180268	11181672	-	378	0	0
FBgn0036161	FBtr0076176	3L	11181690	11182819	+	322	0	0
FBgn0036162	FBtr0076177	3L	11186726	11188466	-	470	0	0
FBgn0028667	FBtr0302359	3L	11196298	11196979	+	158	0	0
FBgn0028668	FBtr0076091	3L	11197955	11198554	+	158	0	0
FBgn0036165	FBtr0076093	3L	11210964	11220659	+	299	0	0
FBgn0053269	FBtr0076148	3L	11222818	11223086	+	88	1	0
FBgn0003377	FBtr0076095	3L	11224092	11224490	+	74	0	0
FBgn0036168	FBtr0302797	3L	11227387	11232768	+	598	2	0
FBgn0036169	FBtr0100588	3L	11232665	11234709	-	494	1	0
FBgn0036170	FBtr0076156	3L	11235102	11236621	-	383	0	0
FBgn0259481	FBtr0089332	3L	11236652	11275864	-	728	0	0
FBgn0036173	FBtr0290024	3L	11276299	11277640	+	128	0	0
FBgn0053490	FBtr0089526	3L	11278804	11280689	-	530	0	1
FBgn0053489	FBtr0089525	3L	11280765	11282945	-	497	0	0
FBgn0053271	FBtr0076150	3L	11282906	11283418	-	88	0	0
FBgn0053270	FBtr0076149	3L	11283088	11283358	-	88	0	0
FBgn0053272	FBtr0076159	3L	11283089	11283358	-	88	0	0
FBgn0052086	FBtr0076147	3L	11289985	11291634	-	491	0	0
FBgn0003292	FBtr0076146	3L	11291691	11295221	-	886	0	0
FBgn0036179	FBtr0110884	3L	11304776	11312791	+	530	0	0
FBgn0036180	FBtr0273305	3L	11312850	11316832	-	659	0	0
FBgn0086254	FBtr0076138	3L	11321804	11325736	-	350	0	0
FBgn0036183	FBtr0076137	3L	11325880	11327772	-	322	1	0
FBgn0036184	FBtr0076102	3L	11327909	11329190	+	395	0	0
FBgn0042138	FBtr0076103	3L	11329540	11331477	+	216	0	0
FBgn0036186	FBtr0076136	3L	11344422	11347540	-	962	1	0
FBgn0036187	FBtr0076134	3L	11347747	11350058	-	585	0	0
FBgn0036188	FBtr0076107	3L	11350254	11351353	+	240	0	0
FBgn0052085	FBtr0076133	3L	11351983	11381322	-	666	0	0
FBgn0015828	FBtr0076108	3L	11382921	11384689	+	429	0	0
FBgn0036191	FBtr0273363	3L	11384940	11391181	+	625	0	0
FBgn0036192	FBtr0300097	3L	11390656	11392412	-	167	0	0
FBgn0036193	FBtr0290309	3L	11392656	11393802	+	255	0	0
FBgn0036194	FBtr0076130	3L	11394939	11398034	-	454	0	0
FBgn0036195	FBtr0301326	3L	11398176	11400365	-	576	0	0
FBgn0036196	FBtr0076127	3L	11401152	11409546	-	351	0	0
FBgn0036198	FBtr0076123	3L	11411488	11412351	-	158	0	0
FBgn0040817	FBtr0113334	3L	11413183	11416253	-	118	0	0
FBgn0052088	FBtr0076116	3L	11424757	11428198	+	971	0	1
FBgn0052087	FBtr0076117	3L	11428456	11429814	+	407	0	0
FBgn0036202	FBtr0113165	3L	11429790	11462349	-	397	0	0
FBgn0041231	FBtr0076118	3L	11447368	11448738	+	389	0	0
FBgn0036203	FBtr0076119	3L	11463380	11467192	-	1514	15	1
FBgn0036204	FBtr0076089	3L	11469121	11469518	-	92	0	0
FBgn0015278	FBtr0076088	3L	11469699	11485120	-	1876	0	0
FBgn0036205	FBtr0076028	3L	11472175	11475576	+	735	0	0
FBgn0036206	FBtr0076085	3L	11485325	11488381	-	928	0	0
FBgn0036207	FBtr0076029	3L	11488660	11490513	+	502	0	0
FBgn0004381	FBtr0076030	3L	11490718	11493922	+	784	0	0
FBgn0036208	FBtr0076084	3L	11493990	11495896	-	417	0	0
FBgn0259140	FBtr0299545	3L	11497144	11509551	-	3545	0	0
FBgn0036210	FBtr0076031	3L	11510111	11511299	+	255	0	0
FBgn0036211	FBtr0302136	3L	11511511	11516782	-	316	0	0
FBgn0036212	FBtr0302137	3L	11514845	11516782	-	317	0	0
FBgn0036213	FBtr0076032	3L	11517599	11518959	+	217	0	0
FBgn0052095	FBtr0076077	3L	11518954	11520419	-	429	0	0
FBgn0000404	FBtr0076075	3L	11521707	11528532	-	491	0	0
FBgn0036214	FBtr0076035	3L	11523969	11525758	+	381	0	0
FBgn0262366	FBtr0304649	3L	11530156	11531572	-	481	1	0
FBgn0040816	FBtr0076074	3L	11544883	11545478	-	66	0	0
FBgn0085449	FBtr0112716	3L	11548603	11561570	-	801	0	0
FBgn0036217	FBtr0076071	3L	11567229	11568087	-	196	0	0
FBgn0036218	FBtr0300721	3L	11576126	11578187	+	562	0	0
FBgn0036219	FBtr0076037	3L	11578370	11580540	+	614	0	0
FBgn0036220	FBtr0076070	3L	11584246	11587394	-	401	0	0
FBgn0036221	FBtr0076038	3L	11618611	11619496	+	270	0	0
FBgn0036222	FBtr0076069	3L	11619634	11621783	-	651	0	0
FBgn0011723	FBtr0076039	3L	11628361	11632592	+	747	0	0
FBgn0036223	FBtr0076068	3L	11633255	11635182	-	528	0	0
FBgn0036224	FBtr0076040	3L	11638895	11640364	+	398	0	0
FBgn0036225	FBtr0076067	3L	11640513	11641710	-	339	0	0
FBgn0036226	FBtr0076041	3L	11644580	11646143	+	474	0	0
FBgn0036227	FBtr0076042	3L	11646655	11648875	+	751	2	1
FBgn0036228	FBtr0076066	3L	11649109	11650004	-	279	0	0
FBgn0036229	FBtr0076043	3L	11650799	11653477	+	796	0	0
FBgn0036230	FBtr0076065	3L	11653510	11654194	-	214	0	0
FBgn0028573	FBtr0076064	3L	11655556	11662364	-	1713	9	1
FBgn0259748	FBtr0300506	3L	11665543	11666251	-	178	0	0
FBgn0036232	FBtr0076044	3L	11667444	11668347	+	256	0	0
FBgn0036233	FBtr0076045	3L	11668657	11673460	+	1324	0	0
FBgn0036234	FBtr0076046	3L	11673645	11676060	+	798	0	0
FBgn0036235	FBtr0290131	3L	11678437	11682797	+	1229	0	0
FBgn0036236	FBtr0076048	3L	11683188	11684420	+	290	0	0
FBgn0036237	FBtr0076062	3L	11684296	11685599	-	240	0	0
FBgn0026432	FBtr0076061	3L	11685701	11690463	-	1351	1	0
FBgn0036239	FBtr0300272	3L	11690772	11695255	-	357	0	0
FBgn0036240	FBtr0076050	3L	11695538	11700382	+	612	0	0
FBgn0036242	FBtr0076051	3L	11734572	11736328	+	564	0	0
FBgn0250876	FBtr0076052	3L	11759405	11773742	-	1093	0	0
FBgn0011335	FBtr0075991	3L	11807750	11809637	+	391	0	0
FBgn0036248	FBtr0075992	3L	11809879	11811432	+	368	0	0
FBgn0036249	FBtr0075993	3L	11811738	11812846	+	303	0	0
FBgn0036250	FBtr0076026	3L	11817340	11819240	-	635	1	0
FBgn0002565	FBtr0089324	3L	11821278	11823581	+	701	0	0
FBgn0046296	FBtr0075995	3L	11824040	11825705	+	492	0	0
FBgn0036254	FBtr0076024	3L	11825637	11828571	-	855	0	0
FBgn0036255	FBtr0300011	3L	11828672	11829432	+	111	0	0
FBgn0011455	FBtr0076023	3L	11829365	11830485	-	186	0	0
FBgn0036257	FBtr0075997	3L	11830757	11835307	+	476	0	0
FBgn0036258	FBtr0076022	3L	11835359	11837801	-	539	0	0
FBgn0013997	FBtr0075999	3L	11838264	11848623	+	1284	0	0
FBgn0052099	FBtr0076000	3L	11840924	11841970	+	290	0	0
FBgn0027843	FBtr0076001	3L	11871749	11875341	+	335	0	0
FBgn0036262	FBtr0290130	3L	11877921	11879885	+	292	0	0
FBgn0000592	FBtr0076003	3L	11880827	11882682	+	544	0	0
FBgn0000594	FBtr0076004	3L	11882709	11884514	+	544	0	0
FBgn0036263	FBtr0076019	3L	11884008	11885672	-	350	0	0
FBgn0036264	FBtr0076005	3L	11889758	11891002	+	287	0	0
FBgn0022709	FBtr0076018	3L	11892355	11896141	-	229	0	0
FBgn0036266	FBtr0076016	3L	11897239	11898577	-	383	0	0
FBgn0052100	FBtr0076006	3L	11961067	11963345	+	487	0	0
FBgn0036271	FBtr0076011	3L	11963504	11964891	-	327	0	0
FBgn0036272	FBtr0076009	3L	11965202	11970830	-	367	0	0
FBgn0036273	FBtr0076007	3L	11971263	11975038	+	747	0	0
FBgn0036274	FBtr0301071	3L	11984443	11989432	-	544	0	0
FBgn0052105	FBtr0075953	3L	12022651	12029430	+	640	0	0
FBgn0036277	FBtr0075954	3L	12030169	12030733	+	95	0	0
FBgn0036278	FBtr0075989	3L	12032604	12044951	-	579	0	0
FBgn0036279	FBtr0075988	3L	12061975	12085072	-	1171	0	0
FBgn0052104	FBtr0075986	3L	12087480	12092969	-	1215	0	0
FBgn0011279	FBtr0075955	3L	12089881	12090648	+	148	0	0
FBgn0036282	FBtr0075985	3L	12093212	12095577	-	663	0	0
FBgn0052103	FBtr0075984	3L	12097161	12108681	-	583	0	0
FBgn0020655	FBtr0075981	3L	12108864	12111518	-	468	0	0
FBgn0036285	FBtr0075980	3L	12116313	12126400	-	640	0	0
FBgn0000625	FBtr0075979	3L	12157198	12162176	-	670	0	0
FBgn0052102	FBtr0075978	3L	12163307	12164006	-	88	1	0
FBgn0036286	FBtr0075956	3L	12165821	12168358	+	492	0	0
FBgn0036287	FBtr0113167	3L	12169073	12179228	-	748	0	0
FBgn0053725	FBtr0091723	3L	12180011	12180736	+	181	0	0
FBgn0036288	FBtr0075976	3L	12181070	12184703	-	487	0	0
FBgn0036290	FBtr0089321	3L	12193152	12196057	-	317	0	0
FBgn0036291	FBtr0075957	3L	12196282	12197415	+	212	0	0
FBgn0036292	FBtr0075972	3L	12197236	12198677	-	383	0	0
FBgn0027936	FBtr0075958	3L	12199054	12200585	+	178	0	0
FBgn0036294	FBtr0075971	3L	12200532	12202499	-	386	0	0
FBgn0002466	FBtr0075970	3L	12202779	12209505	-	1854	0	0
FBgn0041775	FBtr0075959	3L	12209739	12214927	+	652	1	0
FBgn0020388	FBtr0075969	3L	12215937	12218803	-	813	0	0
FBgn0262524	FBtr0075960	3L	12218784	12220050	+	214	0	0
FBgn0004926	FBtr0075968	3L	12219992	12221634	-	312	0	0
FBgn0036298	FBtr0075967	3L	12222083	12225035	-	549	0	0
FBgn0036299	FBtr0075966	3L	12225268	12228532	-	819	0	0
FBgn0085271	FBtr0112436	3L	12228809	12229210	+	58	0	0
FBgn0036300	FBtr0075961	3L	12229394	12230320	+	254	0	0
FBgn0036301	FBtr0075965	3L	12230228	12232109	-	509	0	0
FBgn0015904	FBtr0075908	3L	12275379	12290921	+	717	0	0
FBgn0014343	FBtr0075911	3L	12389335	12405658	+	641	0	0
FBgn0261933	FBtr0075952	3L	12428452	12429689	-	124	0	0
FBgn0014007	FBtr0075913	3L	12430014	12436625	+	1462	0	0
FBgn0052112	FBtr0075915	3L	12436854	12440222	+	510	0	0
FBgn0052109	FBtr0075918	3L	12440407	12441838	+	231	0	0
FBgn0010235	FBtr0075951	3L	12441683	12445174	-	508	0	0
FBgn0036305	FBtr0075921	3L	12445236	12448524	+	658	0	0
FBgn0036306	FBtr0100354	3L	12448353	12449892	-	306	0	0
FBgn0052113	FBtr0273390	3L	12450285	12463715	+	3919	0	0
FBgn0036309	FBtr0075948	3L	12463590	12468728	-	1124	0	0
FBgn0052106	FBtr0075947	3L	12469081	12472889	-	1047	0	0
FBgn0036310	FBtr0075946	3L	12474220	12476314	-	697	0	0
FBgn0036311	FBtr0075923	3L	12476619	12479643	+	872	1	0
FBgn0260945	FBtr0300561	3L	12479718	12500290	-	855	0	0
FBgn0261674	FBtr0302981	3L	12485388	12491324	+	458	0	0
FBgn0262714	FBtr0075929	3L	12500921	12507948	+	1294	0	0
FBgn0036314	FBtr0075944	3L	12507939	12508915	-	264	0	0
FBgn0260965	FBtr0301717	3L	12509186	12519294	+	2730	0	0
FBgn0036316	FBtr0075942	3L	12519525	12537956	-	539	0	0
FBgn0036317	FBtr0075939	3L	12539082	12544947	-	804	0	0
FBgn0036318	FBtr0075934	3L	12544992	12547992	+	427	0	0
FBgn0036319	FBtr0075935	3L	12548460	12551614	+	668	0	0
FBgn0052107	FBtr0075937	3L	12552929	12555323	-	797	0	0
FBgn0036321	FBtr0075868	3L	12577329	12581346	+	1371	0	0
FBgn0054032	FBtr0100087	3L	12581956	12583321	+	235	0	0
FBgn0036323	FBtr0075870	3L	12584932	12587134	+	439	0	0
FBgn0036324	FBtr0113169	3L	12593741	12594936	-	371	0	0
FBgn0052117	FBtr0075905	3L	12595304	12596085	-	215	0	0
FBgn0052115	FBtr0075904	3L	12603810	12605414	-	475	0	0
FBgn0041622	FBtr0075901	3L	12646885	12651250	-	393	0	0
FBgn0036327	FBtr0075900	3L	12654730	12655867	-	349	0	0
FBgn0036328	FBtr0075871	3L	12655985	12657140	+	347	0	0
FBgn0036329	FBtr0075872	3L	12678764	12681072	+	702	0	0
FBgn0036330	FBtr0075873	3L	12690779	12691786	+	265	0	0
FBgn0036331	FBtr0302025	3L	12692240	12693313	+	229	0	2
FBgn0036332	FBtr0075899	3L	12693317	12695498	-	670	1	2
FBgn0036333	FBtr0075898	3L	12695736	12699064	-	1010	0	0
FBgn0036334	FBtr0075875	3L	12699749	12700571	+	103	0	0
FBgn0036335	FBtr0075897	3L	12700781	12701474	-	150	0	0
FBgn0036336	FBtr0075876	3L	12701875	12703239	+	299	0	0
FBgn0036337	FBtr0075895	3L	12703529	12706302	-	345	0	0
FBgn0260441	FBtr0075878	3L	12707211	12708621	+	139	0	0
FBgn0036338	FBtr0075894	3L	12708622	12710290	-	451	0	0
FBgn0036340	FBtr0075883	3L	12721742	12726026	+	954	0	0
FBgn0011284	FBtr0075884	3L	12726835	12728974	+	261	0	0
FBgn0036341	FBtr0075886	3L	12729520	12731991	+	284	0	0
FBgn0036342	FBtr0075887	3L	12732108	12732920	+	102	0	0
FBgn0036343	FBtr0075893	3L	12745377	12746256	-	219	0	0
FBgn0085457	FBtr0112729	3L	12746744	12747554	+	230	0	0
FBgn0085458	FBtr0112730	3L	12747913	12748783	+	249	0	0
FBgn0036345	FBtr0075892	3L	12771230	12772107	-	152	0	0
FBgn0036346	FBtr0075891	3L	12773393	12774799	-	338	0	0
FBgn0010452	FBtr0075890	3L	12799011	12802828	+	737	0	0
FBgn0053262	FBtr0302393	3L	12821184	12821982	+	208	0	0
FBgn0086916	FBtr0075827	3L	12858984	12861992	+	714	0	0
FBgn0052119	FBtr0075867	3L	12941933	12943737	-	484	0	0
FBgn0262622	FBtr0305484	3L	12978181	12978703	+	66	0	1
FBgn0036348	FBtr0075838	3L	13043953	13049704	+	1544	0	0
FBgn0036349	FBtr0075840	3L	13073486	13074101	+	146	0	0
FBgn0036350	FBtr0075841	3L	13074226	13075318	+	236	0	0
FBgn0036351	FBtr0075866	3L	13075296	13076280	-	244	0	0
FBgn0001256	FBtr0075843	3L	13077665	13078904	+	366	0	0
FBgn0036352	FBtr0075844	3L	13079704	13080839	+	348	0	0
FBgn0036353	FBtr0075865	3L	13080858	13082842	-	334	0	1
FBgn0036354	FBtr0075863	3L	13083324	13084965	-	391	0	0
FBgn0002573	FBtr0075862	3L	13091435	13096304	-	541	0	0
FBgn0036356	FBtr0075861	3L	13103392	13107654	-	307	0	0
FBgn0260049	FBtr0075845	3L	13108074	13111718	+	608	0	0
FBgn0052121	FBtr0113424	3L	13112622	13115273	-	648	0	0
FBgn0053263	FBtr0075859	3L	13118525	13119316	-	227	0	1
FBgn0260459	FBtr0075858	3L	13119701	13120789	-	337	0	0
FBgn0036359	FBtr0075857	3L	13121028	13121796	-	185	0	0
FBgn0036361	FBtr0075854	3L	13131995	13133378	-	316	0	0
FBgn0036362	FBtr0089323	3L	13134179	13135233	+	269	0	0
FBgn0036363	FBtr0075853	3L	13135547	13136639	-	297	0	0
FBgn0036364	FBtr0075850	3L	13137397	13138625	+	243	0	0
FBgn0036365	FBtr0075851	3L	13138785	13145369	+	1657	0	0
FBgn0036366	FBtr0075825	3L	13145313	13146483	-	316	0	0
FBgn0036368	FBtr0302488	3L	13147075	13162143	+	1250	0	0
FBgn0036367	FBtr0075824	3L	13152766	13153800	-	289	0	0
FBgn0036369	FBtr0075820	3L	13163420	13171051	-	447	0	0
FBgn0086708	FBtr0113425	3L	13174141	13180491	+	635	0	0
FBgn0036372	FBtr0075819	3L	13180502	13183270	-	531	0	0
FBgn0036373	FBtr0075811	3L	13183807	13199230	+	535	0	0
FBgn0036374	FBtr0075812	3L	13199565	13207503	+	1873	0	0
FBgn0086785	FBtr0075818	3L	13208495	13209957	-	399	0	0
FBgn0036376	FBtr0075813	3L	13210130	13213113	+	680	0	0
FBgn0036377	FBtr0075817	3L	13213109	13216469	-	709	0	0
FBgn0085272	FBtr0112437	3L	13460808	13469656	-	114	0	0
FBgn0036380	FBtr0075803	3L	13506062	13507031	-	266	0	0
FBgn0040812	FBtr0075802	3L	13507355	13507804	-	76	0	0
FBgn0043550	FBtr0075751	3L	13508598	13509789	+	362	0	0
FBgn0029167	FBtr0075753	3L	13510896	13524825	+	3843	2	0
FBgn0036381	FBtr0075801	3L	13524822	13531854	-	494	0	0
FBgn0052132	FBtr0075800	3L	13536961	13537537	-	231	0	0
FBgn0085429	FBtr0290126	3L	13537783	13567171	-	990	0	0
FBgn0036382	FBtr0075755	3L	13544104	13548307	+	78	0	0
FBgn0026376	FBtr0075793	3L	13572031	13590294	-	954	0	0
FBgn0036386	FBtr0075792	3L	13590866	13593970	-	952	0	0
FBgn0001108	FBtr0075756	3L	13594356	13599594	+	1265	0	0
FBgn0052137	FBtr0075758	3L	13603719	13627188	+	620	0	0
FBgn0025874	FBtr0075791	3L	13627197	13629231	-	583	0	0
FBgn0036389	FBtr0075759	3L	13629725	13636432	+	982	0	0
FBgn0052135	FBtr0075760	3L	13631232	13632901	+	559	1	0
FBgn0036390	FBtr0075790	3L	13637552	13637896	-	93	0	0
FBgn0001216	FBtr0075762	3L	13638569	13642192	+	641	0	0
FBgn0036391	FBtr0075788	3L	13643446	13650004	-	804	3	0
FBgn0036393	FBtr0075764	3L	13651065	13651618	+	183	0	0
FBgn0036394	FBtr0075765	3L	13652377	13653132	+	161	1	0
FBgn0250848	FBtr0075766	3L	13658630	13661033	+	549	0	0
FBgn0036395	FBtr0075767	3L	13661592	13662460	+	210	0	1
FBgn0036396	FBtr0075787	3L	13662295	13663662	-	339	0	0
FBgn0036397	FBtr0075786	3L	13663796	13666190	-	610	0	0
FBgn0036398	FBtr0075768	3L	13666449	13684433	+	3146	2	2
FBgn0052133	FBtr0075784	3L	13685470	13693130	-	2294	0	0
FBgn0061515	FBtr0304673	3L	13694124	13696043	-	119	0	0
FBgn0036402	FBtr0075769	3L	13695767	13698948	+	501	0	0
FBgn0036403	FBtr0075770	3L	13699044	13701000	+	581	0	0
FBgn0026418	FBtr0304036	3L	13701223	13707750	+	836	0	0
FBgn0041161	FBtr0075781	3L	13707922	13714127	-	1780	0	0
FBgn0036405	FBtr0075774	3L	13717119	13718372	+	290	0	0
FBgn0036406	FBtr0075780	3L	13718330	13719044	-	151	0	0
FBgn0052138	FBtr0075775	3L	13719830	13736213	+	1183	0	0
FBgn0013563	FBtr0075777	3L	13737722	13741944	+	1006	0	0
FBgn0036410	FBtr0075779	3L	13749539	13751606	+	648	0	0
FBgn0000639	FBtr0075749	3L	13760496	13763946	-	1029	0	0
FBgn0036411	FBtr0075748	3L	13769364	13774046	-	388	0	0
FBgn0000411	FBtr0075746	3L	13841373	13844393	-	382	0	0
FBgn0036414	FBtr0089524	3L	13852026	13855372	-	833	0	0
FBgn0013718	FBtr0100043	3L	13856626	13898203	+	528	0	0
FBgn0036415	FBtr0075737	3L	13883561	13884309	+	164	0	0
FBgn0036416	FBtr0075740	3L	13898420	13899583	+	321	0	0
FBgn0085273	FBtr0112438	3L	13900126	13900662	-	112	0	0
FBgn0036417	FBtr0075741	3L	13901634	13903160	+	354	0	0
FBgn0036419	FBtr0075744	3L	13984323	13984827	+	102	0	0
FBgn0036421	FBtr0113170	3L	14023883	14024615	-	176	0	0
FBgn0036422	FBtr0075729	3L	14055882	14057681	-	349	0	0
FBgn0003459	FBtr0075728	3L	14058514	14064759	-	1037	0	0
FBgn0036423	FBtr0273239	3L	14065455	14067577	+	302	0	0
FBgn0036427	FBtr0075725	3L	14169768	14171646	-	411	0	0
FBgn0026409	FBtr0075719	3L	14183139	14186036	+	356	0	0
FBgn0036428	FBtr0075724	3L	14187203	14196529	-	384	0	0
FBgn0054039	FBtr0301014	3L	14205529	14208143	+	198	0	0
FBgn0028418	FBtr0075722	3L	14205667	14206293	-	160	0	0
FBgn0261816	FBtr0303303	3L	14212848	14213649	+	124	0	0
FBgn0040318	FBtr0114619	3L	14228553	14245314	-	605	0	0
FBgn0003388	FBtr0075676	3L	14260529	14268232	+	540	0	0
FBgn0036433	FBtr0075678	3L	14268842	14274219	+	175	0	0
FBgn0027375	FBtr0075715	3L	14274224	14278158	-	1058	0	0
FBgn0036436	FBtr0075712	3L	14320329	14323913	-	374	0	0
FBgn0036437	FBtr0075684	3L	14330517	14331602	+	210	0	0
FBgn0036438	FBtr0075685	3L	14337190	14337670	+	113	0	0
FBgn0036439	FBtr0075711	3L	14342518	14343065	-	148	1	0
FBgn0036440	FBtr0075710	3L	14343263	14347578	-	1333	2	0
FBgn0036441	FBtr0075687	3L	14351435	14352110	+	149	0	0
FBgn0036442	FBtr0075689	3L	14370662	14371248	+	139	0	1
FBgn0036443	FBtr0075709	3L	14374372	14375458	-	266	0	0
FBgn0013263	FBtr0075705	3L	14390076	14403110	-	582	0	0
FBgn0260233	FBtr0300641	3L	14390076	14400086	-	318	0	0
FBgn0053260	FBtr0302436	3L	14402650	14403872	-	276	1	0
FBgn0036446	FBtr0075690	3L	14404066	14409670	+	587	0	0
FBgn0036447	FBtr0075701	3L	14409686	14411216	-	508	1	1
FBgn0036448	FBtr0075700	3L	14411287	14418053	-	1833	0	0
FBgn0036449	FBtr0300190	3L	14418435	14428486	-	553	0	0
FBgn0036450	FBtr0075691	3L	14428994	14431957	+	836	0	0
FBgn0036451	FBtr0075693	3L	14434404	14441273	+	2103	3	0
FBgn0029148	FBtr0075698	3L	14443361	14444168	-	160	0	0
FBgn0001120	FBtr0075697	3L	14444407	14445387	-	240	0	0
FBgn0085274	FBtr0302580	3L	14528158	14528775	-	131	0	0
FBgn0040487	FBtr0075673	3L	14580696	14581305	-	78	0	0
FBgn0026320	FBtr0075620	3L	14603180	14604151	+	158	0	0
FBgn0000216	FBtr0075621	3L	14606240	14606771	+	81	0	0
FBgn0040296	FBtr0299779	3L	14608409	14609603	+	149	0	0
FBgn0036459	FBtr0075623	3L	14613677	14615912	+	744	0	0
FBgn0036460	FBtr0075624	3L	14616435	14618067	+	425	0	0
FBgn0002778	FBtr0075627	3L	14618697	14625303	+	499	0	0
FBgn0036461	FBtr0113171	3L	14626043	14631610	+	572	0	0
FBgn0036462	FBtr0075672	3L	14631785	14633441	-	333	0	0
FBgn0023174	FBtr0075629	3L	14633722	14635111	+	272	0	0
FBgn0036463	FBtr0075671	3L	14635031	14647789	-	1071	0	0
